TRINITY_DN102004_c0_g1	Q54BM8	TRINITY_DN102004_c0_g1_i1	6.5e-19	UPF0652 protein			zinc ion binding [GO:0008270]	GO:0008270	reviewed	Dictyostelium discoideum (Slime mold)	0	1	0	0	0	0	0	0	0	4	0	0	6	0	0
TRINITY_DN102011_c0_g1	Q84M24	TRINITY_DN102011_c0_g1_i1	2.5e-14	ABC transporter A family member 1 (ABC transporter ABCA.1) (AtABCA1) (ABC one homolog protein 1) (AtAOH1)	lipid transport [GO:0006869]	integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; vacuolar membrane [GO:0005774]	ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]; lipid transporter activity [GO:0005319]	GO:0005319; GO:0005524; GO:0005774; GO:0006869; GO:0016021; GO:0016887; GO:0042626; GO:0043231	reviewed	Arabidopsis thaliana (Mouse-ear cress)	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN102014_c0_g1	A5DB51	TRINITY_DN102014_c0_g1_i1	2.7e-09	Riboflavin synthase (RS) (EC 2.5.1.9)	riboflavin biosynthetic process [GO:0009231]		riboflavin synthase activity [GO:0004746]	GO:0004746; GO:0009231	reviewed	Meyerozyma guilliermondii (strain ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324) (Yeast) (Candida guilliermondii)	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0
TRINITY_DN102016_c0_g1	F4I460	TRINITY_DN102016_c0_g1_i2	8.7e-06	Myosin-8 (Myosin XI B) (AtXIB)	actin filament-based movement [GO:0030048]; actin filament organization [GO:0007015]; root hair elongation [GO:0048767]	cytoplasm [GO:0005737]; myosin complex [GO:0016459]	actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; motor activity [GO:0003774]	GO:0003774; GO:0005516; GO:0005524; GO:0005737; GO:0007015; GO:0016459; GO:0030048; GO:0048767; GO:0051015	reviewed	Arabidopsis thaliana (Mouse-ear cress)	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN10203_c0_g1	Q19020	TRINITY_DN10203_c0_g1_i1	2.5e-15	Dynein heavy chain, cytoplasmic (Dynein heavy chain, cytosolic) (DYHC)	anterograde neuronal dense core vesicle transport [GO:1990048]; cytoplasmic microtubule organization [GO:0031122]; establishment of meiotic spindle orientation [GO:0051296]; establishment of spindle localization [GO:0051293]; maintenance of centrosome location [GO:0051661]; microtubule-based movement [GO:0007018]; minus-end-directed vesicle transport along microtubule [GO:0072382]; mitotic cell cycle [GO:0000278]; neuron remodeling [GO:0016322]; nuclear migration [GO:0007097]; positive regulation of dense core granule transport [GO:1904811]; regulation of dendrite morphogenesis [GO:0048814]; regulation of protein localization to synapse [GO:1902473]; retrograde axonal transport [GO:0008090]; synaptic transmission, GABAergic [GO:0051932]; synaptic vesicle transport [GO:0048489]	axon cytoplasm [GO:1904115]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; cytoplasmic microtubule [GO:0005881]; dynein complex [GO:0030286]; kinetochore [GO:0000776]; nuclear envelope [GO:0005635]; spindle [GO:0005819]; spindle pole [GO:0000922]	ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light chain binding [GO:0045503]; dynein light intermediate chain binding [GO:0051959]	GO:0000278; GO:0000776; GO:0000922; GO:0005524; GO:0005635; GO:0005737; GO:0005819; GO:0005868; GO:0005881; GO:0005938; GO:0007018; GO:0007097; GO:0008090; GO:0008569; GO:0016322; GO:0030286; GO:0031122; GO:0045503; GO:0045505; GO:0048489; GO:0048814; GO:0051293; GO:0051296; GO:0051661; GO:0051932; GO:0051959; GO:0072382; GO:1902473; GO:1904115; GO:1904811; GO:1990048	reviewed	Caenorhabditis elegans	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
TRINITY_DN102051_c0_g1	Q9H172	TRINITY_DN102051_c0_g1_i2	1.5e-06	ATP-binding cassette sub-family G member 4	cellular response to leukemia inhibitory factor [GO:1990830]; cholesterol efflux [GO:0033344]; transmembrane transport [GO:0055085]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]	GO:0005524; GO:0005886; GO:0016021; GO:0016887; GO:0033344; GO:0042626; GO:0042803; GO:0046982; GO:0055085; GO:1990830	reviewed	Homo sapiens (Human)	0	0	0	1	3	0	0	4	0	0	2	0	1	0	0
TRINITY_DN102053_c0_g1	P30349	TRINITY_DN102053_c0_g1_i1	9.8e-15	Leukotriene A-4 hydrolase (LTA-4 hydrolase) (EC 3.3.2.6) (Leukotriene A(4) hydrolase)	cellular lipid metabolic process [GO:0044255]; leukotriene biosynthetic process [GO:0019370]; leukotriene metabolic process [GO:0006691]; peptide catabolic process [GO:0043171]; response to peptide hormone [GO:0043434]; response to zinc ion [GO:0010043]; type I pneumocyte differentiation [GO:0060509]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	aminopeptidase activity [GO:0004177]; epoxide hydrolase activity [GO:0004301]; leukotriene-A4 hydrolase activity [GO:0004463]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270]	GO:0004177; GO:0004301; GO:0004463; GO:0005634; GO:0005737; GO:0006691; GO:0008237; GO:0008270; GO:0010043; GO:0019370; GO:0043171; GO:0043434; GO:0044255; GO:0060509	reviewed	Rattus norvegicus (Rat)	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0
TRINITY_DN10209_c0_g1	Q51330	TRINITY_DN10209_c0_g1_i1	1.0e-16	Oxalate:formate antiporter (OFA) (Oxalate:formate antiport protein) (Oxalate:formate exchange protein)		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	antiporter activity [GO:0015297]; oxalate transmembrane transporter activity [GO:0019531]	GO:0005886; GO:0015297; GO:0016021; GO:0019531	reviewed	Oxalobacter formigenes	0	3	3	0	11	0	2	0	0	10	0	2	18	1	1
TRINITY_DN102366_c0_g1	Q7RYL6	TRINITY_DN102366_c0_g1_i1	5.1e-08	Probable Xaa-Pro aminopeptidase P (AMPP) (Aminopeptidase P) (EC 3.4.11.9) (Aminoacylproline aminopeptidase) (Prolidase)		cytoplasm [GO:0005737]	metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]	GO:0005737; GO:0046872; GO:0070006	reviewed	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
TRINITY_DN10241_c0_g1	Q54BM8	TRINITY_DN10241_c0_g1_i1	3.6e-08	UPF0652 protein			zinc ion binding [GO:0008270]	GO:0008270	reviewed	Dictyostelium discoideum (Slime mold)	0	0	0	8	1	0	0	0	0	0	0	0	1	0	0
